FeatureID,Feature,Annotation,FeatureID_plain,Mode,Cosine,Mzerror,SubCategory,Group0,Group1,Group2
17370_pos,X17370_pos_370.28_4.964_NA,,17370,pos,,,,,,
17373_pos,X17373_pos_163.075_5.029_NA,,17373,pos,,,,,,
17378_pos,X17378_pos_488.343_4.966_NA,,17378,pos,,,,,,
17379_neg,X17379_neg_409.224_6.56_NA,,17379,neg,,,,,,
17380_neg,X17380_neg_389.161_6.599_NA,,17380,neg,,,,,,
17381_pos,"X17381_pos_256.17_5.043_MassbankEU:SM858801 Finasteride|(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide","MassbankEU:SM858801 Finasteride|(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",17381,pos,0.957501,1.66782,,a,pharmaceutical,pharmaceutical - other
17387_pos,X17387_pos_305.175_5.18_NA,,17387,pos,,,,,,
17388_pos,X17388_pos_175.087_4.8_NA,,17388,pos,,,,,,
17391_pos,X17391_pos_273.123_4.956_NA,,17391,pos,,,,,,
17396_neg,X17396_neg_397.97_6.565_NA,,17396,neg,,,,,,
17397_pos,X17397_pos_455.249_4.981_NA,,17397,pos,,,,,,
17398_pos,X17398_pos_353.253_4.964_NA,,17398,pos,,,,,,
174_neg,X174_neg_308.907_0.551_NA,,174,neg,,,,,,
17400_pos,X17400_pos_965.551_4.993_NA,,17400,pos,,,,,,
17401_pos,X17401_pos_547.356_5.018_NA,,17401,pos,,,,,,
17406_pos,X17406_pos_161.096_4.88_Spectral Match to Pinolenic acid from NIST14,Spectral Match to Pinolenic acid from NIST14,17406,pos,0.863145,4.92534,,,,
17412_pos,X17412_pos_373.177_4.967_NA,,17412,pos,,,,,,
17416_neg,X17416_neg_225.059_6.507_NA,,17416,neg,,,,,,
17417_pos,X17417_pos_609.855_4.966_NA,,17417,pos,,,,,,
17421_neg,X17421_neg_347.187_6.718_NA,,17421,neg,,,,,,
17422_pos,X17422_pos_281.175_5.027_NA,,17422,pos,,,,,,
17424_pos,X17424_pos_351.18_5.089_NA,,17424,pos,,,,,,
17435_pos,X17435_pos_716.337_4.976_NA,,17435,pos,,,,,,
17439_neg,X17439_neg_433.224_6.612_NA,,17439,neg,,,,,,
17447_pos,X17447_pos_155.107_4.971_NA,,17447,pos,,,,,,
17451_pos,X17451_pos_559.306_4.959_NA,,17451,pos,,,,,,
17452_neg,X17452_neg_367.177_6.561_NA,,17452,neg,,,,,,
17452_pos,X17452_pos_696.9_4.972_NA,,17452,pos,,,,,,
17457_neg,X17457_neg_259.028_6.5_NA,,17457,neg,,,,,,
17457_pos,X17457_pos_175.075_4.875_NA,,17457,pos,,,,,,
17458_pos,X17458_pos_327.201_4.8_NA,,17458,pos,,,,,,
17459_pos,X17459_pos_221.117_4.953_NA,,17459,pos,,,,,,
17462_pos,X17462_pos_421.77_4.986_NA,,17462,pos,,,,,,
17467_pos,X17467_pos_564.359_4.997_NA,,17467,pos,,,,,,
17468_pos,X17468_pos_343.173_4.979_NA,,17468,pos,,,,,,
1747_neg,X1747_neg_213.023_3.454_NA,,1747,neg,,,,,,
17470_pos,X17470_pos_411.223_4.805_NA,,17470,pos,,,,,,
17473_pos,X17473_pos_186.091_4.99_Indole-3-butyric acid CollisionEnergy:102040,Indole-3-butyric acid CollisionEnergy:102040,17473,pos,0.806187,2.13191,,a,pesticide,pesticide - other
17477_neg,X17477_neg_387.182_6.711_NA,,17477,neg,,,,,,
17478_neg,X17478_neg_263.129_6.492_NA,,17478,neg,,,,,,
17485_pos,X17485_pos_381.191_4.985_NA,,17485,pos,,,,,,
1749_neg,X1749_neg_187.941_3.256_NA,,1749,neg,,,,,,
1749_pos,X1749_pos_164.071_1.72_NA,,1749,pos,,,,,,
17490_pos,X17490_pos_290.059_4.947_NA,,17490,pos,,,,,,
17493_neg,X17493_neg_421.224_6.581_NA,,17493,neg,,,,,,
17493_pos,X17493_pos_414.762_4.884_NA,,17493,pos,,,,,,
17496_neg,X17496_neg_197.027_6.557_NA,,17496,neg,,,,,,
17496_pos,X17496_pos_469.779_4.761_NA,,17496,pos,,,,,,
17499_pos,X17499_pos_283.175_4.916_Spectral Match to Hexaethylene glycol from NIST14,Spectral Match to Hexaethylene glycol from NIST14,17499,pos,0.823762,0.754385,PAG,a,polymer additive,PAG
17500_pos,X17500_pos_273.163_4.964_NA,,17500,pos,,,,,,
17501_neg,X17501_neg_437.219_6.498_NA,,17501,neg,,,,,,
17501_pos,X17501_pos_491.265_4.983_NA,,17501,pos,,,,,,
17504_neg,X17504_neg_429.229_6.591_NA,,17504,neg,,,,,,
17505_neg,X17505_neg_339.128_6.711_NA,,17505,neg,,,,,,
17506_neg,X17506_neg_319.192_6.581_NA,,17506,neg,,,,,,
17506_pos,X17506_pos_476.307_4.769_NA,,17506,pos,,,,,,
17510_pos,X17510_pos_370.222_4.963_NA,,17510,pos,,,,,,
17511_pos,X17511_pos_317.175_4.95_NA,,17511,pos,,,,,,
17512_pos,X17512_pos_207.138_4.889_NA,,17512,pos,,,,,,
17513_pos,X17513_pos_520.333_4.921_NA,,17513,pos,,,,,,
17516_pos,X17516_pos_296.07_4.987_N-Acetylsulfamethoxazole,N-Acetylsulfamethoxazole,17516,pos,0.919819,0,,a,pharmaceutical,antibiotic
17525_pos,X17525_pos_315.191_4.986_NA,,17525,pos,,,,,,
17528_pos,X17528_pos_764.479_4.966_NA,,17528,pos,,,,,,
17529_pos,X17529_pos_229.122_4.983_abscisic acid CollisionEnergy:205060,abscisic acid CollisionEnergy:205060,17529,pos,0.736617,1.79811,,,,
17531_neg,X17531_neg_241.054_6.246_NA,,17531,neg,,,,,,
17536_neg,X17536_neg_297.135_6.459_NA,,17536,neg,,,,,,
17537_pos,X17537_pos_294.134_4.987_NA,,17537,pos,,,,,,
1754_neg,X1754_neg_259.97_3.345_NA,,1754,neg,,,,,,
1754_pos,X1754_pos_246.17_1.688_NA,,1754,pos,,,,,,
17548_neg,X17548_neg_459.216_6.587_NA,,17548,neg,,,,,,
17548_pos,X17548_pos_746.454_4.952_NA,,17548,pos,,,,,,
1755_pos,X1755_pos_294.206_1.618_NA,,1755,pos,,,,,,
17551_pos,X17551_pos_459.282_5.086_Spectral Match to Decaethylene glycol from NIST14,Spectral Match to Decaethylene glycol from NIST14,17551,pos,0.90661,4.98349,PAG,a,polymer additive,PAG
17560_neg,X17560_neg_437.182_6.577_NA,,17560,neg,,,,,,
17560_pos,X17560_pos_269.138_4.957_NA,,17560,pos,,,,,,
17565_pos,X17565_pos_503.33_4.866_NA,,17565,pos,,,,,,
17570_pos,X17570_pos_191.07_5.059_7-Methoxy-4-methylcoumarin CollisionEnergy:102040,7-Methoxy-4-methylcoumarin CollisionEnergy:102040,17570,pos,0.794748,1.51733,,,,
17572_pos,X17572_pos_872.543_4.849_NA,,17572,pos,,,,,,
17573_pos,X17573_pos_207.099_5.043_NA,,17573,pos,,,,,,
17575_neg,X17575_neg_255.07_6.469_NA,,17575,neg,,,,,,
17577_neg,X17577_neg_505.245_6.657_NA,,17577,neg,,,,,,
17578_neg,X17578_neg_184.02_6.583_NA,,17578,neg,,,,,,
17581_pos,X17581_pos_533.341_5.006_NA,,17581,pos,,,,,,
17586_neg,X17586_neg_449.182_6.379_NA,,17586,neg,,,,,,
17586_pos,X17586_pos_694.422_4.914_NA,,17586,pos,,,,,,
1759_neg,X1759_neg_194.082_3.328_NA,,1759,neg,,,,,,
17592_pos,X17592_pos_237.112_4.975_Carbamazepine - 40.0 eV,Carbamazepine - 40.0 eV,17592,pos,0.706281,41.5735,,a,pharmaceutical,pharmaceutical - other
17601_neg,X17601_neg_286.084_6.635_NA,,17601,neg,,,,,,
17601_pos,X17601_pos_212.128_4.965_NA,,17601,pos,,,,,,
17602_pos,X17602_pos_620.386_5.045_NA,,17602,pos,,,,,,
17603_neg,X17603_neg_449.219_6.735_NA,,17603,neg,,,,,,
17604_pos,X17604_pos_625.341_5.072_NA,,17604,pos,,,,,,
1761_pos,X1761_pos_245.186_1.569_NA,,1761,pos,,,,,,
17610_neg,X17610_neg_489.25_6.611_NA,,17610,neg,,,,,,
17610_pos,X17610_pos_405.154_4.977_NA,,17610,pos,,,,,,
17617_neg,X17617_neg_319.155_6.59_NA,,17617,neg,,,,,,
17619_neg,X17619_neg_473.219_6.682_NA,,17619,neg,,,,,,
17621_neg,X17621_neg_411.203_6.596_NA,,17621,neg,,,,,,
17625_neg,X17625_neg_220.966_6.601_NA,,17625,neg,,,,,,
17629_pos,X17629_pos_524.828_4.988_NA,,17629,pos,,,,,,
1763_pos,X1763_pos_178.159_1.575_NA,,1763,pos,,,,,,
17635_pos,X17635_pos_547.333_4.998_NA,,17635,pos,,,,,,
17637_pos,X17637_pos_386.254_4.953_NA,,17637,pos,,,,,,
17639_neg,X17639_neg_477.214_6.663_NA,,17639,neg,,,,,,
1764_neg,X1764_neg_269.013_3.412_NA,,1764,neg,,,,,,
1764_pos,X1764_pos_244.087_1.586_NA,,1764,pos,,,,,,
17641_neg,X17641_neg_192.017_6.599_NA,,17641,neg,,,,,,
17645_neg,X17645_neg_461.219_6.724_NA,,17645,neg,,,,,,
17648_pos,X17648_pos_428.261_4.988_Ranolazine,Ranolazine,17648,pos,0.72827,13.7532,,a,pharmaceutical,pharmaceutical - other
17649_pos,X17649_pos_393.191_4.998_NA,,17649,pos,,,,,,
17650_pos,X17650_pos_516.314_4.988_NA,,17650,pos,,,,,,
17651_neg,X17651_neg_331.099_6.606_NA,,17651,neg,,,,,,
17656_neg,X17656_neg_405.156_6.472_NA,,17656,neg,,,,,,
17658_pos,X17658_pos_489.315_4.846_NA,,17658,pos,,,,,,
17659_neg,X17659_neg_337.166_6.68_NA,,17659,neg,,,,,,
17663_pos,X17663_pos_239.175_4.996_NA,,17663,pos,,,,,,
17664_pos,X17664_pos_177.091_4.917_NA,,17664,pos,,,,,,
17665_pos,X17665_pos_608.386_5.076_NA,,17665,pos,,,,,,
17668_neg,X17668_neg_204.035_6.95_NA,,17668,neg,,,,,,
17669_pos,X17669_pos_459.304_5.05_NA,,17669,pos,,,,,,
1767_pos,X1767_pos_286.186_1.58_NA,,1767,pos,,,,,,
17670_pos,X17670_pos_253.143_4.908_NA,,17670,pos,,,,,,
17671_pos,X17671_pos_253.097_4.978_Massbank:AU234702 2-Hydroxycarbamazepine|3-hydroxybenzo[b][1]benzazepine-11-carboxamide,Massbank:AU234702 2-Hydroxycarbamazepine|3-hydroxybenzo[b][1]benzazepine-11-carboxamide,17671,pos,0.800416,0.783748,,a,pharmaceutical,pharmaceutical - other
17672_pos,X17672_pos_307.19_5.013_NA,,17672,pos,,,,,,
17674_neg,X17674_neg_297.153_6.645_NA,,17674,neg,,,,,,
17675_pos,X17675_pos_921.525_5.018_NA,,17675,pos,,,,,,
17683_pos,X17683_pos_164.071_4.945_NA,,17683,pos,,,,,,
17690_pos,X17690_pos_297.17_4.994_NA,,17690,pos,,,,,,
17691_neg,X17691_neg_328.123_6.614_Massbank:EA050260 Metolachlor ESA|2-[(2-Ethyl-6-methylphenyl)(1-methoxy-2-propanyl)amino]-2-oxoethanesulfonic acid,Massbank:EA050260 Metolachlor ESA|2-[(2-Ethyl-6-methylphenyl)(1-methoxy-2-propanyl)amino]-2-oxoethanesulfonic acid,17691,neg,0.977323,2.6972,,a,pesticide,herbicide
17692_pos,X17692_pos_491.792_4.856_NA,,17692,pos,,,,,,
17693_pos,X17693_pos_433.186_4.99_NA,,17693,pos,,,,,,
17697_neg,X17697_neg_547.22_6.655_NA,,17697,neg,,,,,,
17701_pos,X17701_pos_535.819_5.009_NA,,17701,pos,,,,,,
17703_neg,X17703_neg_391.14_6.459_NA,,17703,neg,,,,,,
17707_neg,X17707_neg_259.065_6.769_NA,,17707,neg,,,,,,
17707_pos,X17707_pos_536.272_4.99_NA,,17707,pos,,,,,,
17717_neg,X17717_neg_236.531_6.607_NA,,17717,neg,,,,,,
17723_neg,X17723_neg_352.029_6.632_NA,,17723,neg,,,,,,
17723_pos,X17723_pos_340.233_4.891_NA,,17723,pos,,,,,,
17726_neg,X17726_neg_503.193_6.609_NA,,17726,neg,,,,,,
17730_neg,X17730_neg_407.118_6.603_NA,,17730,neg,,,,,,
17731_neg,X17731_neg_287.076_6.63_NA,,17731,neg,,,,,,
17732_neg,X17732_neg_295.138_6.584_NA,,17732,neg,,,,,,
17732_pos,X17732_pos_463.252_4.982_NA,,17732,pos,,,,,,
17735_pos,X17735_pos_585.365_4.912_NA,,17735,pos,,,,,,
17736_neg,X17736_neg_347.15_6.522_NA,,17736,neg,,,,,,
17741_pos,X17741_pos_487.745_5.007_NA,,17741,pos,,,,,,
17747_pos,X17747_pos_313.165_5.007_NA,,17747,pos,,,,,,
17748_pos,X17748_pos_261.149_5.181_NA,,17748,pos,,,,,,
17751_neg,X17751_neg_377.234_6.627_NA,,17751,neg,,,,,,
17753_pos,X17753_pos_409.222_5.009_NA,,17753,pos,,,,,,
17755_pos,X17755_pos_651.284_4.931_NA,,17755,pos,,,,,,
1776_pos,X1776_pos_762.388_1.583_NA,,1776,pos,,,,,,
17760_neg,X17760_neg_493.209_6.528_NA,,17760,neg,,,,,,
17761_neg,"X17761_neg_265.145_6.721_(4aR,5S)-9,9a-dihydroxy-3,4a,5-trimethyl-5,6,7,8,8a,9-hexahydro-4H-benzo[f][1]benzofuran-2-one","(4aR,5S)-9,9a-dihydroxy-3,4a,5-trimethyl-5,6,7,8,8a,9-hexahydro-4H-benzo[f][1]benzofuran-2-one",17761,neg,0.713905,0.345293,,,,
17762_neg,X17762_neg_333.135_6.666_NA,,17762,neg,,,,,,
17763_pos,X17763_pos_413.288_4.971_NA,,17763,pos,,,,,,
17769_neg,X17769_neg_345.171_6.82_NA,,17769,neg,,,,,,
1777_pos,X1777_pos_228.121_1.498_NA,,1777,pos,,,,,,
17774_pos,X17774_pos_240.105_5.011_NA,,17774,pos,,,,,,
17775_neg,X17775_neg_415.177_6.623_NA,,17775,neg,,,,,,
17777_neg,X17777_neg_396.11_6.624_NA,,17777,neg,,,,,,
17791_pos,X17791_pos_316.129_4.975_NA,,17791,pos,,,,,,
17794_pos,X17794_pos_283.154_5.007_NA,,17794,pos,,,,,,
17801_pos,X17801_pos_562.344_5.171_NA,,17801,pos,,,,,,
17802_neg,X17802_neg_447.203_6.721_NA,,17802,neg,,,,,,
17806_pos,X17806_pos_436.775_4.999_NA,,17806,pos,,,,,,
17808_pos,X17808_pos_241.143_4.999_NA,,17808,pos,,,,,,
17809_neg,X17809_neg_357.135_6.683_NA,,17809,neg,,,,,,
1781_pos,X1781_pos_162.103_1.533_NA,,1781,pos,,,,,,
17811_neg,X17811_neg_311.096_6.634_NA,,17811,neg,,,,,,
17812_pos,X17812_pos_485.267_5.003_NA,,17812,pos,,,,,,
17816_pos,X17816_pos_311.154_5.091_NA,,17816,pos,,,,,,
17821_pos,X17821_pos_389.159_5.01_NA,,17821,pos,,,,,,
17822_pos,X17822_pos_251.128_4.929_NA,,17822,pos,,,,,,
17827_pos,X17827_pos_385.147_5.003_NA,,17827,pos,,,,,,
1783_pos,X1783_pos_234.113_1.602_NA,,1783,pos,,,,,,
17832_neg,X17832_neg_453.101_6.633_NA,,17832,neg,,,,,,
1784_pos,X1784_pos_280.212_1.587_NA,,1784,pos,,,,,,
17844_pos,X17844_pos_423.275_4.894_NA,,17844,pos,,,,,,
17845_pos,X17845_pos_307.165_5.079_NA,,17845,pos,,,,,,
1785_pos,"X1785_pos_180.088_1.598_2-amino-1,9-dimethyl-6,9-dihydro-1H-purin-6-one","2-amino-1,9-dimethyl-6,9-dihydro-1H-purin-6-one",1785,pos,0.734721,0.593107,,,,
17855_neg,X17855_neg_239.129_6.642_NA,,17855,neg,,,,,,
17857_neg,X17857_neg_403.177_6.561_NA,,17857,neg,,,,,,
17859_pos,X17859_pos_518.318_5.011_NA,,17859,pos,,,,,,
1786_pos,X1786_pos_214.18_1.604_NA,,1786,pos,,,,,,
17860_neg,X17860_neg_293.104_6.64_NA,,17860,neg,,,,,,
17860_pos,X17860_pos_219.138_5_NA,,17860,pos,,,,,,
17861_pos,X17861_pos_307.154_4.978_NA,,17861,pos,,,,,,
17862_pos,X17862_pos_287.198_5.004_NA,,17862,pos,,,,,,
17864_neg,X17864_neg_363.182_6.566_NA,,17864,neg,,,,,,
17864_pos,X17864_pos_380.192_5.006_NA,,17864,pos,,,,,,
17865_pos,X17865_pos_407.206_5.016_NA,,17865,pos,,,,,,
17867_neg,X17867_neg_351.182_6.579_NA,,17867,neg,,,,,,
17867_pos,X17867_pos_263.113_5.051_NA,,17867,pos,,,,,,
1787_pos,X1787_pos_248.186_1.639_NA,,1787,pos,,,,,,
17870_pos,X17870_pos_629.391_5.044_NA,,17870,pos,,,,,,
17871_neg,X17871_neg_643.278_6.63_NA,,17871,neg,,,,,,
17871_pos,X17871_pos_177.54_5.025_NA,,17871,pos,,,,,,
17873_pos,X17873_pos_345.155_5.009_NA,,17873,pos,,,,,,
17875_pos,X17875_pos_167.016_5.029_NA,,17875,pos,,,,,,
17876_neg,X17876_neg_241.018_6.629_NA,,17876,neg,,,,,,
17884_pos,X17884_pos_330.206_5.005_NA,,17884,pos,,,,,,
17888_pos,X17888_pos_345.17_5.03_NA,,17888,pos,,,,,,
17889_pos,X17889_pos_356.068_5.01_NA,,17889,pos,,,,,,
1789_pos,X1789_pos_160.027_1.656_Massbank:EA069911 Chloridazone-methyl-desphenyl|1-Methyl-4-amino-5-chloro-6-oxo-(1H)-pyridazine|5-amino-4-chloro-2-methyl-3-pyridazinone,Massbank:EA069911 Chloridazone-methyl-desphenyl|1-Methyl-4-amino-5-chloro-6-oxo-(1H)-pyridazine|5-amino-4-chloro-2-methyl-3-pyridazinone,1789,pos,0.951954,1.90703,,a,pesticide,herbicide
17892_pos,X17892_pos_222.091_5.028_NA,,17892,pos,,,,,,
17893_neg,X17893_neg_435.203_6.726_NA,,17893,neg,,,,,,
17894_pos,X17894_pos_216.016_5.026_NA,,17894,pos,,,,,,
17897_neg,X17897_neg_317.103_6.648_NA,,17897,neg,,,,,,
17902_neg,X17902_neg_507.224_6.647_NA,,17902,neg,,,,,,
17907_neg,X17907_neg_309.136_6.65_NA,,17907,neg,,,,,,
17908_pos,X17908_pos_309.227_4.966_NA,,17908,pos,,,,,,
17909_pos,X17909_pos_205.122_5.056_NA,,17909,pos,,,,,,
1791_neg,X1791_neg_273.044_3.271_NA,,1791,neg,,,,,,
1791_pos,X1791_pos_247.144_1.605_NA,,1791,pos,,,,,,
17912_neg,X17912_neg_329.107_6.67_NA,,17912,neg,,,,,,
17916_pos,X17916_pos_528.302_5.069_NA,,17916,pos,,,,,,
17918_pos,X17918_pos_356.207_5.031_NA,,17918,pos,,,,,,
17921_neg,X17921_neg_535.256_6.652_NA,,17921,neg,,,,,,
17921_pos,X17921_pos_415.278_5.027_NA,,17921,pos,,,,,,
17925_neg,X17925_neg_387.145_6.648_NA,,17925,neg,,,,,,
17929_pos,X17929_pos_520.795_5.013_NA,,17929,pos,,,,,,
1793_pos,X1793_pos_267.17_1.601_ATENOLOL,ATENOLOL,1793,pos,0.853715,1.48493,,a,pharmaceutical,pharmaceutical - other
17931_pos,X17931_pos_247.096_5.106_NA,,17931,pos,,,,,,
17936_pos,X17936_pos_450.243_5.003_NA,,17936,pos,,,,,,
17944_pos,X17944_pos_412.197_4.956_NA,,17944,pos,,,,,,
17946_pos,X17946_pos_449.217_5.031_NA,,17946,pos,,,,,,
17947_pos,X17947_pos_275.164_5.036_NA,,17947,pos,,,,,,
17949_neg,X17949_neg_300.1_6.671_NA,,17949,neg,,,,,,
17955_pos,X17955_pos_218.028_4.986_NA,,17955,pos,,,,,,
17956_pos,X17956_pos_365.16_4.946_NA,,17956,pos,,,,,,
17957_pos,X17957_pos_400.254_5.09_NA,,17957,pos,,,,,,
1796_pos,X1796_pos_532.262_1.611_NA,,1796,pos,,,,,,
17962_pos,X17962_pos_179.107_5.005_NA,,17962,pos,,,,,,
17966_pos,X17966_pos_509.804_5.014_NA,,17966,pos,,,,,,
17969_pos,X17969_pos_377.16_5.155_NA,,17969,pos,,,,,,
1797_neg,X1797_neg_246.008_3.396_NA,,1797,neg,,,,,,
1797_pos,X1797_pos_305.133_1.495_NA,,1797,pos,,,,,,
17971_pos,X17971_pos_514.323_5.031_NA,,17971,pos,,,,,,
17974_pos,X17974_pos_430.265_5.037_NA,,17974,pos,,,,,,
17976_neg,X17976_neg_383.208_6.692_NA,,17976,neg,,,,,,
17977_neg,X17977_neg_471.203_6.677_NA,,17977,neg,,,,,,
1798_pos,X1798_pos_196.065_1.642_NA,,1798,pos,,,,,,
17988_neg,X17988_neg_381.081_6.731_NA,,17988,neg,,,,,,
17988_pos,X17988_pos_363.144_5.025_NA,,17988,pos,,,,,,
17991_neg,X17991_neg_481.303_6.668_NA,,17991,neg,,,,,,
17994_neg,X17994_neg_321.171_6.653_NA,,17994,neg,,,,,,
17996_neg,X17996_neg_281.14_6.78_NA,,17996,neg,,,,,,
180_pos,X180_pos_184.028_0.546_NA,,180,pos,,,,,,
18002_pos,X18002_pos_431.225_5.034_NA,,18002,pos,,,,,,
18005_pos,X18005_pos_337.165_5.15_NA,,18005,pos,,,,,,
18006_neg,X18006_neg_475.198_6.627_NA,,18006,neg,,,,,,
18007_neg,X18007_neg_249.023_6.662_NA,,18007,neg,,,,,,
18012_neg,X18012_neg_407.208_6.728_NA,,18012,neg,,,,,,
18014_pos,X18014_pos_379.249_5.006_NA,,18014,pos,,,,,,
18015_pos,X18015_pos_239.126_5.129_NA,,18015,pos,,,,,,
18018_neg,X18018_neg_771.228_6.663_NA,,18018,neg,,,,,,
1802_neg,X1802_neg_341.088_3.312_NA,,1802,neg,,,,,,
1802_pos,"X1802_pos_184.119_1.658_Massbank:EA066804 Simazine-2-hydroxy|2-Hydroxysimazine|2,6-bis(ethylamino)-1H-1,3,5-triazin-4-one","Massbank:EA066804 Simazine-2-hydroxy|2-Hydroxysimazine|2,6-bis(ethylamino)-1H-1,3,5-triazin-4-one",1802,pos,0.794939,2.15474,,a,pesticide,herbicide
18021_pos,X18021_pos_694.459_5.057_NA,,18021,pos,,,,,,
18024_neg,X18024_neg_367.177_6.811_NA,,18024,neg,,,,,,
18026_pos,X18026_pos_347.204_5.053_NA,,18026,pos,,,,,,
18028_neg,X18028_neg_561.235_6.675_NA,,18028,neg,,,,,,
18029_pos,X18029_pos_353.16_5.054_NA,,18029,pos,,,,,,
18034_pos,X18034_pos_299.185_4.922_NA,,18034,pos,,,,,,
18035_neg,X18035_neg_277.145_6.755_NA,,18035,neg,,,,,,
18036_neg,X18036_neg_381.192_6.73_NA,,18036,neg,,,,,,
18036_pos,X18036_pos_367.175_5.104_NA,,18036,pos,,,,,,
18037_pos,X18037_pos_292.212_5.06_NA,,18037,pos,,,,,,
18040_pos,X18040_pos_353.196_5.174_NA,,18040,pos,,,,,,
18041_neg,X18041_neg_353.161_6.661_NA,,18041,neg,,,,,,
18041_pos,X18041_pos_379.296_4.867_NA,,18041,pos,,,,,,
18042_pos,X18042_pos_503.294_5.044_NA,,18042,pos,,,,,,
18043_pos,X18043_pos_470.243_5.042_NA,,18043,pos,,,,,,
18045_neg,X18045_neg_553.324_6.659_NA,,18045,neg,,,,,,
18045_pos,X18045_pos_432.743_5.039_NA,,18045,pos,,,,,,
18047_pos,X18047_pos_405.191_5.012_NA,,18047,pos,,,,,,
18056_neg,X18056_neg_419.172_6.714_NA,,18056,neg,,,,,,
18059_pos,X18059_pos_421.751_5.042_NA,,18059,pos,,,,,,
18063_pos,X18063_pos_716.435_5.037_NA,,18063,pos,,,,,,
18065_neg,X18065_neg_283.101_6.598_NA,,18065,neg,,,,,,
18066_pos,X18066_pos_331.209_4.999_NA,,18066,pos,,,,,,
18068_neg,X18068_neg_289.181_6.708_NA,,18068,neg,,,,,,
18068_pos,X18068_pos_213.107_5.031_Harmine,Harmine,18068,pos,0.868824,22.4834,,,,
18070_neg,X18070_neg_325.112_6.592_NA,,18070,neg,,,,,,
18070_pos,X18070_pos_211.133_5.043_NA,,18070,pos,,,,,,
18072_neg,X18072_neg_331.156_6.531_NA,,18072,neg,,,,,,
18072_pos,X18072_pos_163.087_4.847_NA,,18072,pos,,,,,,
18074_pos,X18074_pos_425.153_5.028_Massbank:EA277603 Eprosartan|4-[[2-butyl-5-[(E)-3-hydroxy-3-keto-2-(2-thenyl)prop-1-enyl]imidazol-1-yl]methyl]benzoic acid,Massbank:EA277603 Eprosartan|4-[[2-butyl-5-[(E)-3-hydroxy-3-keto-2-(2-thenyl)prop-1-enyl]imidazol-1-yl]methyl]benzoic acid,18074,pos,0.711517,0.287121,,a,pharmaceutical,pharmaceutical - other
18075_neg,X18075_neg_389.198_6.676_NA,,18075,neg,,,,,,
1808_pos,X1808_pos_309.156_1.424_NA,,1808,pos,,,,,,
18082_pos,X18082_pos_648.38_5.022_NA,,18082,pos,,,,,,
18084_neg,X18084_neg_385.179_6.719_NA,,18084,neg,,,,,,
18085_pos,X18085_pos_368.088_5.024_NA,,18085,pos,,,,,,
18086_pos,X18086_pos_371.228_4.872_NA,,18086,pos,,,,,,
1809_pos,"X1809_pos_777.862_1.441_Massbank:EA024004 Iomeprol|1-N,3-N-bis(2,3-dihydroxypropyl)-5-[(2-hydroxyacetyl)-methylamino]-2,4,6-triiodobenzene-1,3-dicarboxamide","Massbank:EA024004 Iomeprol|1-N,3-N-bis(2,3-dihydroxypropyl)-5-[(2-hydroxyacetyl)-methylamino]-2,4,6-triiodobenzene-1,3-dicarboxamide",1809,pos,0.85704,1.09852,,a,pharmaceutical,pharmaceutical - other
18091_neg,X18091_neg_465.177_6.666_NA,,18091,neg,,,,,,
18099_neg,X18099_neg_459.203_6.743_NA,,18099,neg,,,,,,
18101_pos,X18101_pos_389.207_5.035_NA,,18101,pos,,,,,,
18103_neg,X18103_neg_245.083_6.672_NA,,18103,neg,,,,,,
18105_pos,X18105_pos_333.188_5.012_NA,,18105,pos,,,,,,
18107_pos,X18107_pos_247.108_5.022_NA,,18107,pos,,,,,,
1811_neg,X1811_neg_382.072_3.29_NA,,1811,neg,,,,,,
18112_neg,X18112_neg_463.198_6.463_NA,,18112,neg,,,,,,
18112_pos,X18112_pos_235.096_5.036_NA,,18112,pos,,,,,,
18115_neg,X18115_neg_299.096_6.636_MassbankEU:ETS00018 SPA-8C (SAMPLE)|C8-sulfophenyl carboxylic acid|6-(4-sulfophenyl)octanoic acid,MassbankEU:ETS00018 SPA-8C (SAMPLE)|C8-sulfophenyl carboxylic acid|6-(4-sulfophenyl)octanoic acid,18115,neg,0.82819,4.69352,,a,other consumer industrial,other consumer industrial
18115_pos,X18115_pos_532.333_4.946_NA,,18115,pos,,,,,,
18117_pos,"X18117_pos_253.18_5.043_Massbank:AC000282 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one","Massbank:AC000282 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",18117,pos,0.716513,3.13398,,,,
18118_neg,X18118_neg_628.325_6.693_NA,,18118,neg,,,,,,
18118_pos,X18118_pos_197.117_5.006_NA,,18118,pos,,,,,,
1812_pos,X1812_pos_278.196_1.622_NA,,1812,pos,,,,,,
